id,rawName,website,sourceType,sourceName,sourceUrl,description,homepageText,careersText,lastActivityDate,country,stageHint,agentConfidence,precleanDecision,precleanReason,aiGenerated,aiProvider,aiModel,aiCompanyType,aiIsPotentialCustomer,aiIsBadLead,aiBadLeadReason,aiIcpFit,aiBuyingStage,aiSignals,aiIntentScore,aiScoreReasoning,aiWhyNow,aiRecommendedBuyer,aiOutreachAngle
"adzuna_us_5765673031","Robert Dietrick Co., Inc.","https://www.adzuna.com/land/ad/5765673031?se=bniuwhJr8RGv6_SPGRJk8Q&utm_medium=api&utm_source=7b8876be&v=B9928907A78A98C81FC9025937DFF9A5F756A25D","careers_page","Adzuna Jobs API","https://www.adzuna.com/land/ad/5765673031?se=bniuwhJr8RGv6_SPGRJk8Q&utm_medium=api&utm_source=7b8876be&v=B9928907A78A98C81FC9025937DFF9A5F756A25D","Hiring Business Development Representatives specifically to expand market presence and engage net-new prospects is a strong indicator of a need for outbound sales support.","Robert Dietrick Co., Inc. is hiring for Business Development Representative. Job source: Adzuna. Category: Sales Jobs AI why now: The company is actively building its BDR team to proactively identify and engage new prospects, signaling an immediate need to scale lead generation efforts. AI outreach angle: Position outbound appointment setting as a direct way to feed the new BDR team with high-quality leads, accelerating their market expansion and new prospect engagement. AI signals: hiring Business Development Representative, expanding market presence","Business Development Representative. Job Description Job Description Description: Territory Coverage: Partner with up to four Territory Representatives Reporting Structure: Reports to Customer Success Manager Career Path: This role is designed as a feeder into Territory Sales Representative positions Salary: $59,000/year Summary As a Business Development Representative (BDR) at Robert Dietrick Company, you will play a key role in expanding our market presence by proactively identifying and engaging net-new prospects within your as…","2026-06-16","Evansville, Vanderburgh County","free_key_job_api_signal","0.82","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","unknown","true","false","","high","high_intent","hiring Business Development Representative; expanding market presence","90","Hiring Business Development Representatives specifically to expand market presence and engage net-new prospects is a strong indicator of a need for outbound sales support.","The company is actively building its BDR team to proactively identify and engage new prospects, signaling an immediate need to scale lead generation efforts.","Director of Sales; VP of Sales; Head of Business Development","Position outbound appointment setting as a direct way to feed the new BDR team with high-quality leads, accelerating their market expansion and new prospect engagement."
"adzuna_us_5765673031","Robert Dietrick Co., Inc.","https://www.adzuna.com/land/ad/5765673031?se=uPKsqBRr8RGF0oMhL7eT8A&utm_medium=api&utm_source=7b8876be&v=B9928907A78A98C81FC9025937DFF9A5F756A25D","careers_page","Adzuna Jobs API","https://www.adzuna.com/land/ad/5765673031?se=uPKsqBRr8RGF0oMhL7eT8A&utm_medium=api&utm_source=7b8876be&v=B9928907A78A98C81FC9025937DFF9A5F756A25D","Hiring Business Development Representatives specifically to expand market presence and engage net-new prospects is a strong indicator of a need for outbound sales support.","Robert Dietrick Co., Inc. is hiring for Business Development Representative. Job source: Adzuna. Category: Sales Jobs AI why now: The company is actively building its BDR team to proactively identify and engage new prospects, signaling an immediate need to scale lead generation efforts. AI outreach angle: Position outbound appointment setting as a direct way to feed the new BDR team with high-quality leads, accelerating their market expansion and new prospect engagement. AI signals: hiring Business Development Representative, expanding market presence","Business Development Representative. Job Description Job Description Description: Territory Coverage: Partner with up to four Territory Representatives Reporting Structure: Reports to Customer Success Manager Career Path: This role is designed as a feeder into Territory Sales Representative positions Salary: $59,000/year Summary As a Business Development Representative (BDR) at Robert Dietrick Company, you will play a key role in expanding our market presence by proactively identifying and engaging net-new prospects within your as…","2026-06-16","Evansville, Vanderburgh County","free_key_job_api_signal","0.82","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","unknown","true","false","","high","high_intent","hiring Business Development Representative; expanding market presence","90","Hiring Business Development Representatives specifically to expand market presence and engage net-new prospects is a strong indicator of a need for outbound sales support.","The company is actively building its BDR team to proactively identify and engage new prospects, signaling an immediate need to scale lead generation efforts.","Director of Sales; VP of Sales; Head of Business Development","Position outbound appointment setting as a direct way to feed the new BDR team with high-quality leads, accelerating their market expansion and new prospect engagement."
"jobicy_146703","Vishay Precision Group","https://jobicy.com/jobs/146703-regional-business-development-manager","careers_page","Jobicy","https://jobicy.com/jobs/146703-regional-business-development-manager","Hiring a Regional Business Development Manager for a new division focused on specific growth markets indicates a strong strategic initiative requiring new business acquisition.","Vishay Precision Group, Inc. is hiring for Regional Business Development Manager. Industry: Business Development AI why now: The company is launching a new division and seeking to establish a market presence, indicating a current and urgent need for business development and lead generation. AI outreach angle: Offer to accelerate the growth of their new robotics and consumer electronics division by providing targeted lead generation and appointment setting for the Regional Business Development Manager. AI signals: hiring Regional Business Development Manager, growth of a new division, robotics and consumer electronics markets","Regional Business Development Manager. DescriptionWe are seeking a strategic and proactive Regional Business Development Manager to support the growth of a new division focused on robotics and consumer electronics markets. This is a highly.... Description We are seeking a strategic and proactive Regional Business Development Manager to support the growth of a new division focused on robotics and consumer electronics markets. This is a highly visible, greenfield opportunity responsible for identifying and developing new business opportunities, opening strategic customer relationships, and expanding the company’s market presence. The role is focused primarily on hunting and opportunity creation rather than immediate revenue generation. The successful candidate will work independently to identify new accounts, develop relationships with prospective customers, and generate new projects and long-term business opportunities. This position is remote with a preference for candidates located on the West Coast, particularly California. Candidates should be comfortable operating in an evolving environment with a high degree of independence, collaboration, and strategic influence. Requirements 7+ years of business development, strategic sales, or account growth experience. Proven ability to prospect, develop, and open new business opportunities. Experience working within technical, engineering, robotics, electronics, or consumer technology industries preferred. Strong communication, relationship management, and influencing skills. Ability to operate independently in a remote environmen","2026-06-16","USA","real_public_job_posting","0.82","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","enterprise","true","false","","high","high_intent","hiring Regional Business Development Manager; growth of a new division; robotics and consumer electronics markets","89","Hiring a Regional Business Development Manager for a new division focused on specific growth markets indicates a strong strategic initiative requiring new business acquisition.","The company is launching a new division and seeking to establish a market presence, indicating a current and urgent need for business development and lead generation.","Regional Business Development Manager; VP of Business Development; Head of New Ventures","Offer to accelerate the growth of their new robotics and consumer electronics division by providing targeted lead generation and appointment setting for the Regional Business Development Manager."
"jobicy_143971","Autodesk","https://jobicy.com/jobs/143971-enterprise-account-executive-5","careers_page","Jobicy","https://jobicy.com/jobs/143971-enterprise-account-executive-5","Hiring Enterprise Account Executives to grow high-value accounts signifies a strong focus on revenue expansion and requires a robust pipeline of qualified opportunities.","Autodesk is hiring for Enterprise Account Executive. Industry: Sales AI why now: The company is actively seeking to expand relationships with high-value enterprise accounts, indicating a current strategic push for significant revenue growth. AI outreach angle: Focus on how outbound sales support can help Enterprise Account Executives identify and engage more high-value accounts, driving incremental revenue and product adoption. AI signals: hiring Enterprise Account Executive, grow and expand relationships across high-value enterprise accounts","Enterprise Account Executive. Job Requisition ID #26WD98364Enterprise Account ExecutiveJob Requisition SummaryAutodesk is seeking an Enterprise Account Executive to strategically grow and expand relationships across high-value enterprise accounts. This role is responsible for leading comprehensive account.... Job Requisition ID # 26WD98364 Enterprise Account Executive Job Requisition Summary Autodesk is seeking an Enterprise Account Executive to strategically grow and expand relationships across high-value enterprise accounts. This role is responsible for leading comprehensive account growth strategies, driving incremental revenue, expanding product adoption, and positioning Autodesk as a long-term strategic partner to customers undergoing digital transformation. The Enterprise Account Executive will own strategic executive relationships, account planning, revenue generation, pipeline management, complex deal negotiations, and orchestration of cross-functional account teams. This role goes beyond execution: it requires the ability to refine and innovate account strategies, influence executive stakeholders, lead high-complexity commercial motions, and drive measurable business outcomes for both Autodesk and the customer. This role is suited for an experienced enterprise sales leader who can operate with senior decision-makers, navigate complex customer organizations, lead matrixed teams, and create scalable growth opportunities across EBA and non-EBA enterprise accounts. Key Responsibilities Strategic Account Growth Lead and refine comprehensive growth strategies for assign","2026-06-18","EMEA, Sweden","real_public_job_posting","0.82","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","b2b_software","true","false","","high","high_intent","hiring Enterprise Account Executive; grow and expand relationships across high-value enterprise accounts","87","Hiring Enterprise Account Executives to grow high-value accounts signifies a strong focus on revenue expansion and requires a robust pipeline of qualified opportunities.","The company is actively seeking to expand relationships with high-value enterprise accounts, indicating a current strategic push for significant revenue growth.","Enterprise Account Executive; Director of Enterprise Sales; VP of Sales","Focus on how outbound sales support can help Enterprise Account Executives identify and engage more high-value accounts, driving incremental revenue and product adoption."
"adzuna_us_5763140523","Sage","https://www.adzuna.com/land/ad/5763140523?se=dKyGxBJr8RGv6_SPGRJk8Q&utm_medium=api&utm_source=7b8876be&v=EFE53B31EE6CC486833292F4DE425226F6FCD1F8","careers_page","Adzuna Jobs API","https://www.adzuna.com/land/ad/5763140523?se=dKyGxBJr8RGv6_SPGRJk8Q&utm_medium=api&utm_source=7b8876be&v=EFE53B31EE6CC486833292F4DE425226F6FCD1F8","Hiring a Growth Marketing Manager focused on demand generation and pipeline growth for a B2B SaaS solution indicates a strong need for qualified leads and sales opportunities.","Sage is hiring for Growth Marketing Manager. Job source: Adzuna. Category: PR, Advertising & Marketing Jobs AI why now: The company is actively seeking to optimize demand generation strategies and improve full-funnel performance, suggesting a current focus on scaling lead acquisition and opportunity creation. AI outreach angle: Offer to supplement their AI-enabled demand gen strategies by providing a consistent stream of qualified leads, helping to accelerate sales-qualified opportunity creation for Sage Intacct. AI signals: hiring Growth Marketing Manager, AI-Enabled Demand Gen Strategy & Pipeline Growth, B2B SaaS AI-powered Financial Management solution","Growth Marketing Manager. AI-Enabled Demand Gen Strategy & Pipeline Growth Sage is seeking a Growth Marketing Manager to help shape and optimize the net-new prospect demand strategy for Sage Intacct, our B2B SaaS AI-powered Financial Management solution cross key verticals in the U.S market. You will own demand strategies and plays that improve full-funnel performance from demand generation, lead acquisition through sales-qualified opportunity creation. Using data, automation, and AI-enabled capabilities, you will align…","2026-06-13","Atlanta, Fulton County","free_key_job_api_signal","0.82","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","b2b_saas","true","false","","high","high_intent","hiring Growth Marketing Manager; AI-Enabled Demand Gen Strategy & Pipeline Growth; B2B SaaS AI-powered Financial Management solution","82","Hiring a Growth Marketing Manager focused on demand generation and pipeline growth for a B2B SaaS solution indicates a strong need for qualified leads and sales opportunities.","The company is actively seeking to optimize demand generation strategies and improve full-funnel performance, suggesting a current focus on scaling lead acquisition and opportunity creation.","Growth Marketing Manager; Director of Demand Generation; VP of Marketing","Offer to supplement their AI-enabled demand gen strategies by providing a consistent stream of qualified leads, helping to accelerate sales-qualified opportunity creation for Sage Intacct."
"adzuna_us_5763140523","Sage","https://www.adzuna.com/land/ad/5763140523?se=FlCBqhRr8RGotaYrHOwyUw&utm_medium=api&utm_source=7b8876be&v=EFE53B31EE6CC486833292F4DE425226F6FCD1F8","careers_page","Adzuna Jobs API","https://www.adzuna.com/land/ad/5763140523?se=FlCBqhRr8RGotaYrHOwyUw&utm_medium=api&utm_source=7b8876be&v=EFE53B31EE6CC486833292F4DE425226F6FCD1F8","Hiring a Growth Marketing Manager focused on demand generation and pipeline growth for a B2B SaaS solution indicates a strong need for qualified leads and sales opportunities.","Sage is hiring for Growth Marketing Manager. Job source: Adzuna. Category: PR, Advertising & Marketing Jobs AI why now: The company is actively seeking to optimize demand generation strategies and improve full-funnel performance, suggesting a current focus on scaling lead acquisition and opportunity creation. AI outreach angle: Offer to supplement their AI-enabled demand gen strategies by providing a consistent stream of qualified leads, helping to accelerate sales-qualified opportunity creation for Sage Intacct. AI signals: hiring Growth Marketing Manager, AI-Enabled Demand Gen Strategy & Pipeline Growth, B2B SaaS AI-powered Financial Management solution","Growth Marketing Manager. AI-Enabled Demand Gen Strategy & Pipeline Growth Sage is seeking a Growth Marketing Manager to help shape and optimize the net-new prospect demand strategy for Sage Intacct, our B2B SaaS AI-powered Financial Management solution cross key verticals in the U.S market. You will own demand strategies and plays that improve full-funnel performance from demand generation, lead acquisition through sales-qualified opportunity creation. Using data, automation, and AI-enabled capabilities, you will align…","2026-06-13","Atlanta, Fulton County","free_key_job_api_signal","0.82","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","b2b_saas","true","false","","high","high_intent","hiring Growth Marketing Manager; AI-Enabled Demand Gen Strategy & Pipeline Growth; B2B SaaS AI-powered Financial Management solution","82","Hiring a Growth Marketing Manager focused on demand generation and pipeline growth for a B2B SaaS solution indicates a strong need for qualified leads and sales opportunities.","The company is actively seeking to optimize demand generation strategies and improve full-funnel performance, suggesting a current focus on scaling lead acquisition and opportunity creation.","Growth Marketing Manager; Director of Demand Generation; VP of Marketing","Offer to supplement their AI-enabled demand gen strategies by providing a consistent stream of qualified leads, helping to accelerate sales-qualified opportunity creation for Sage Intacct."
"jobicy_146706","Roboflow","https://jobicy.com/jobs/146706-enterprise-account-executive-7","careers_page","Jobicy","https://jobicy.com/jobs/146706-enterprise-account-executive-7","Hiring Enterprise Account Executives and having significant adoption among Fortune 100 companies indicates a strong growth trajectory and a need for skilled sales professionals to manage and expand these accounts.","Roboflow is hiring for Enterprise Account Executive. Industry: Sales AI why now: The company is actively hiring Enterprise Account Executives, signaling a current focus on scaling sales efforts and capturing larger enterprise deals. AI outreach angle: Position outbound sales support as a way to help their Enterprise Account Executives focus on closing deals by providing them with a consistent flow of qualified enterprise leads. AI signals: hiring Enterprise Account Executive, over 1M+ developers, half the Fortune 100 use Roboflow","Enterprise Account Executive. Who We AreOur mission is to make the world programmable. Sight is one of the key ways we understand the world, and soon this will be true for the software.... Who We Are Our mission is to make the world programmable. Sight is one of the key ways we understand the world, and soon this will be true for the software we use, too. We’re building the tools, community, and resources needed to make the world programmable with artificial intelligence. Roboflow simplifies building and using computer vision models. Today, over 1M+ developers, including those from half the Fortune 100, use Roboflow’s machine learning open source and hosted tools. That includes counting cells to accelerate cancer research, improving construction site safety , digitizing floor plans , preserving coral reef populations , guiding drone flight , and much more . Roboflow is supported by great customers and investors, having raised over 63 million from Y Combinator, Google Ventures, Craft Ventures, Sam Altman, Lachy Groom, amongst other leading software investors. Roboflowers are passionate builders who value ownership, accountability, and a bias toward action. We're curious, hands-on with new tech, and prefer showing our work over talking about it. Many of us have a founder mindset and thrive in our high-autonomy environment. What You'll Do To continue hitting our ambitious goals, you’ll own deals from start to finish. This includes collaborating with our SDRs to qualify inbound leads and strategically prospecting into target accounts. You’ll be managing multiple deals concurren","2026-06-16","USA","real_public_job_posting","0.82","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","b2b_saas","true","false","","high","high_intent","hiring Enterprise Account Executive; over 1M+ developers; half the Fortune 100 use Roboflow","91","Hiring Enterprise Account Executives and having significant adoption among Fortune 100 companies indicates a strong growth trajectory and a need for skilled sales professionals to manage and expand these accounts.","The company is actively hiring Enterprise Account Executives, signaling a current focus on scaling sales efforts and capturing larger enterprise deals.","VP of Sales; Director of Enterprise Sales; Head of Revenue","Position outbound sales support as a way to help their Enterprise Account Executives focus on closing deals by providing them with a consistent flow of qualified enterprise leads."
"remoteok_1133496","Base.com","https://remoteOK.com/remote-jobs/remote-marketing-amp-communication-lead-italy-base-com-1133496","careers_page","Remote OK","https://remoteOK.com/remote-jobs/remote-marketing-amp-communication-lead-italy-base-com-1133496","Hiring a Marketing & Communication Lead for an e-commerce platform suggests a need for growth and market presence, but the role is not directly sales-focused.","Base.com is hiring for Marketing &amp; Communication Lead Italy. Tags: saas, amazon, sys admin, technical, customer support, marketing, speech, seo, exec, content writing, ops, sales, ecommerce, shopify AI why now: The company is looking to expand its marketing and communication efforts for its e-commerce platform, indicating a focus on market reach and customer acquisition. AI outreach angle: Offer to support their growth initiatives by generating qualified leads for their e-commerce platform, helping them connect with more online sellers. AI signals: Marketing & Communication Lead, revolutionizing e-commerce, all-in-one system for sellers","Marketing &amp; Communication Lead Italy. Join Base - global leader revolutionizing e-commerce! We are a technological powerhouse for sellers worldwide, providing an innovative all-in-one system. Our mission is to simplify the lives of online entrepreneurs by helping them automate processes, dynamically scale their businesses, and efficiently manage sales across multiple platforms. All of this is thanks to our passion for innovation and the use of modern technologies. We operate globally, partnering with thousands of marketplaces and industry leaders such as Amazon, eBay, Shopify, DHL, and FedEx, and our international team of experts works in Poland, Europe, the Americas, and Asia. We are proud of our spectacular growth - we're more than just another tech company. As one of the fastest-growing platforms in the industry, we've seen dynamic growth over the past three years, expanding our revenue and our global customer base. We are building a culture centered on real impact and collaboration, because our team is the heart of our innovation. That's why we are looking for you for the position of Marketing & Communication Lead in ITALY! If you are passionate about e-commerce, want to have a real impact on the global market, and become part of this exciting journey, then this is the perfect place for you. By joining us, you will gain the opportunity to work in a dynamic environment where your ideas will matter, and your work will directly contribute to the success of thousands of sellers. You will be part of an international team, working on global solutions and developing in a c","2026-06-16","Milano, Milano, Lombardia, Italia","real_public_job_posting","0.85","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","ecommerce","true","false","","medium","medium_intent","Marketing & Communication Lead; revolutionizing e-commerce; all-in-one system for sellers","60","Hiring a Marketing & Communication Lead for an e-commerce platform suggests a need for growth and market presence, but the role is not directly sales-focused.","The company is looking to expand its marketing and communication efforts for its e-commerce platform, indicating a focus on market reach and customer acquisition.","Head of Marketing; VP of Sales; Chief Commercial Officer","Offer to support their growth initiatives by generating qualified leads for their e-commerce platform, helping them connect with more online sellers."
"jobicy_147006","Stripe","https://jobicy.com/jobs/147006-sales-excellence-manager-global-sales-vendors","careers_page","Jobicy","https://jobicy.com/jobs/147006-sales-excellence-manager-global-sales-vendors","Hiring a Sales Excellence Manager for a global sales team in a leading fintech company indicates a strong focus on optimizing sales processes and driving revenue growth.","Stripe is hiring for Sales Excellence Manager, Global Sales Vendors. Industry: Sales AI why now: The company is investing in sales operations and excellence for its global vendor team, suggesting a current focus on improving sales efficiency and effectiveness. AI outreach angle: Focus on how outbound sales support can help optimize the sales funnel and provide valuable data for the Sales Excellence Manager to improve global sales vendor performance. AI signals: hiring Sales Excellence Manager, financial infrastructure platform, millions of companies use Stripe","Sales Excellence Manager, Global Sales Vendors. Who we are About StripeStripe is a financial infrastructure platform for businesses. Millions of companies—from the world&#8217;s largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their.... Who we are About Stripe Stripe is a financial infrastructure platform for businesses. Millions of companies—from the world's largest enterprises to the most ambitious startups—use Stripe to accept payments, grow their revenue, and accelerate new business opportunities. Our mission is to increase the GDP of the internet, and we have a staggering amount of work ahead. That means you have an unprecedented opportunity to put the global economy within everyone's reach while doing the most important work of your career. About the team The Global Sales Vendors team partners with third-party external sales organizations to drive Stripe's revenue growth and expand access to Stripe's financial infrastructure. We design and scale the sales motions, processes, and performance frameworks that enable our vendor salesforce to deliver consistent results and exceptional customer experiences. We work at the intersection of strategy and execution, partnering closely with Vendor Operations Managers, Sales Development leaders, and Growth Marketing teams to ensure our external salesforce reflects Stripe's standards and priorities across every customer touchpoint. What you’ll do As a Sales Excellence Manager, you'll lead the transformation of how our third-party vendor sales teams go to market — redesigning sales motions from","2026-06-17","USA","real_public_job_posting","0.82","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","fintech","true","false","","high","high_intent","hiring Sales Excellence Manager; financial infrastructure platform; millions of companies use Stripe","86","Hiring a Sales Excellence Manager for a global sales team in a leading fintech company indicates a strong focus on optimizing sales processes and driving revenue growth.","The company is investing in sales operations and excellence for its global vendor team, suggesting a current focus on improving sales efficiency and effectiveness.","Sales Excellence Manager; VP of Sales Operations; Chief Revenue Officer","Focus on how outbound sales support can help optimize the sales funnel and provide valuable data for the Sales Excellence Manager to improve global sales vendor performance."
"jobicy_145500","MarketStar","https://jobicy.com/jobs/145500-inside-sales-representative-dropbox-spanish-bilingual","careers_page","Jobicy","https://jobicy.com/jobs/145500-inside-sales-representative-dropbox-spanish-bilingual","MarketStar is a service provider that offers outsourced sales solutions, making them a competitor rather than a potential customer for outbound sales support.","MarketStar is hiring for Inside Sales Representative – Dropbox (Spanish Bilingual). Industry: Sales AI why now: Not applicable, as this is not a good lead. AI outreach angle: Not applicable AI signals: outsourced B2B demand, sales, customer success","Inside Sales Representative – Dropbox (Spanish Bilingual). If you are a current employee who is interested in applying to this position, please navigate to the internal Careers site to apply.About MarketStar: In everything we do, we believe in.... If you are a current employee who is interested in applying to this position, please navigate to the internal Careers site to apply. About MarketStar: In everything we do, we believe in creating growth, for our clients, our employees, and our community. For the past 35+ years, we have been generating revenue for the most innovative tech companies across the globe through our outsourced B2B demand, sales, customer success, and revenue operations solutions. We are passionate about cultivating career advancements for our people, and support them through mentorship, leadership, and career-development programs. We provide service and support to our communities through the MarketStar Foundation. Our exceptional team is the cornerstone of MarketStar's accomplishments. We are proud of our award-winning workplace culture and to be named a top employer in our industry. These achievements are a testament to our six core values, embraced by our 3,000+ employees worldwide. From our headquarters in Utah, USA, to our global offices in India, Ireland, Bulgaria, Mexico, the Philippines, and Australia, we all work together to drive innovation and success. We are excited to have you apply to join our MarketStar team and can’t wait to discuss how we can help you find growth! About the Inside Sales Representative - Dropbox: We are looking for hard-wo","2026-06-03","Ireland","real_public_job_posting","0.82","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","agency","false","true","Company is a service provider (outsourced B2B demand, sales, customer success) and not a buyer of outbound sales support.","low","not_relevant","outsourced B2B demand, sales, customer success","0","MarketStar is a service provider that offers outsourced sales solutions, making them a competitor rather than a potential customer for outbound sales support.","Not applicable, as this is not a good lead.","Not applicable","Not applicable"
"remoteok_1133532","Bucket Listers","https://remoteOK.com/remote-jobs/remote-business-development-representative-bucket-listers-1133532","careers_page","Remote OK","https://remoteOK.com/remote-jobs/remote-business-development-representative-bucket-listers-1133532","Hiring Business Development Representatives to drive growth for a platform of curated experiences indicates a strong need for lead generation and new customer acquisition.","Bucket Listers is hiring for Business Development Representative. Tags: sys admin, exec, content writing, ops, marketing, bus dev, sales AI why now: The company is actively hiring BDRs to expand their reach and connect with more customers for their curated experiences, signaling a current focus on sales growth. AI outreach angle: Offer to support their BDRs by providing a consistent stream of qualified leads for their curated experiences, helping them to onboard more users and partners. AI signals: hiring Business Development Representative, curated experiences, platform of curated experiences","Business Development Representative. About Us At Bucket Listers, we're all about unleashing lifeâs full potential and having a blast along the way! Our goal is to encourage people to make lasting memories, forge new connections, and embark on new adventures through our platform of curated experiences. Our vibrant community of explorers relies on us to help them find the coolest events and experiences any day of the week. We're on a mission to make magic happen, and we're searching for enthusiastic individuals to join our incredible team. We're not just dreamers; we're seasoned explorers ourselves, and we can't wait to share our infectious positivity and limitless inspiration with the world. The Opportunity We are looking for a highly motivated team player to join our growing Business Development team. This role is responsible for developing and nurturing unique opportunities to add to our marketplace of Bucket List events and experiences on Bucketlisters.com. Festivals? Immersive art exhibits? Helicopter rides? Oh yeah - we're in!Our ideal candidate has previous experience in the sales and/or business development space, is an excellent relationship builder, and is a Bucket Listersâ and experience lover - knowing the best things to do in their city. While Bucket Listers is a remote-first company, this position will require the candidate to maintain residence in New York City. In your first 30 days, you will : Learn the ins and outs of our business and the intricacies of our various types of partnerships. Research and learn about partners and companies that align with our","2026-06-17","New York, New York, New York, United States","real_public_job_posting","0.85","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","ecommerce","true","false","","high","high_intent","hiring Business Development Representative; curated experiences; platform of curated experiences","88","Hiring Business Development Representatives to drive growth for a platform of curated experiences indicates a strong need for lead generation and new customer acquisition.","The company is actively hiring BDRs to expand their reach and connect with more customers for their curated experiences, signaling a current focus on sales growth.","VP of Sales; Director of Business Development; Head of Partnerships","Offer to support their BDRs by providing a consistent stream of qualified leads for their curated experiences, helping them to onboard more users and partners."
"jobicy_146041","OKX","https://jobicy.com/jobs/146041-affiliate-business-development-manager-mena","careers_page","Jobicy","https://jobicy.com/jobs/146041-affiliate-business-development-manager-mena","Hiring an Affiliate Business Development Manager focused on growth strategy and acquiring new partners in a specific region indicates a strong need for business development support.","OKX is hiring for Affiliate Business Development Manager – MENA. Industry: Business Development AI why now: The company is actively seeking to execute an affiliate growth strategy and engage new crypto partners in the MENA region, indicating a current focus on market expansion and user acquisition. AI outreach angle: Offer to accelerate their affiliate growth strategy by identifying and engaging high-potential MENA crypto partners, helping to drive user acquisition and platform expansion. AI signals: hiring Affiliate Business Development Manager, affiliate growth strategy, MENA crypto partners","Affiliate Business Development Manager – MENA. About the opportunity The BD Manager is responsible for the overall affiliate growth strategy and execution for OKX in MENA, working with our global team. The BD Manager will.... About the opportunity The BD Manager is responsible for the overall affiliate growth strategy and execution for OKX in MENA, working with our global team. The BD Manager will proactively seek out and engage closely with potential MENA crypto partners for the purpose of user acquisition and expansion of the OKX platform in the region. What You'll Be Doing Proactively identify and develop affiliates with communities and relationships that consist of HNW clients and professional traders Manage and enhance relationships with HNW clients in MENA, being in contact with them frequently, build partnerships with influencers for the purpose of user acquisition Planning and execution of online and some offline marketing activities, events, and campaigns with influencers/KOLs or media channels Expand the user base and grow awareness of the OKX brand Devise creative ways to identify potential affiliates/KOLs and acquire users What We Look For In You Solid experience in Cryptocurrency, Finance, FX or any related space, with a track record in building large affiliate networks from start to finish Experience in business development or affiliate management Solid connections in the region with HNW clients and professional traders Solid project management skills and the ability to manage multiple priorities and deadlines Understanding of fundamental affiliate customer","2026-06-10","EMEA","real_public_job_posting","0.82","accepted","has_growth_or_gtm_signal","true","gemini","gemini-2.5-flash-lite","fintech","true","false","","high","high_intent","hiring Affiliate Business Development Manager; affiliate growth strategy; MENA crypto partners","89","Hiring an Affiliate Business Development Manager focused on growth strategy and acquiring new partners in a specific region indicates a strong need for business development support.","The company is actively seeking to execute an affiliate growth strategy and engage new crypto partners in the MENA region, indicating a current focus on market expansion and user acquisition.","Affiliate Business Development Manager; Head of Partnerships; VP of Business Development","Offer to accelerate their affiliate growth strategy by identifying and engaging high-potential MENA crypto partners, helping to drive user acquisition and platform expansion."
